difficulty,grade,subject,language,question,optionA,optionB,optionC,optionD,correctOption,concept,hint
advance,12,Chemistry,Tamil,இரத்தத்தின் pH சுமார் எவ்வளவு?,5.5,7.4,9.2,11,2,ஐனிக் சமநிலை,கொஞ்சம் அடிப்படை
advance,12,Chemistry,Tamil,பின்வருமையில் எது கொல்லிகேட்டிவ் தன்மை அல்ல?,கொதிக்கும் புள்ளி உயர்வு,உறிஞ்சும் புள்ளி குறைவு,ஒஸ்மோட்டிக் அழுத்தம்,வண்ணம்,4,தீர்வுகள்,"எண்ணிக்கை சார்ந்து, இயல்பல்ல"
advance,12,Chemistry,Tamil,கன்டக்டோமெட்ரியில் செல்லும் கண constant-ன் அலகு என்ன?,cm,cm⁻¹,ohm⁻¹ cm,ohm cm,2,மின்சாரவேதியியல்,நீளத்தின் எதிர் அலகு
advance,12,Chemistry,Tamil,வெப்பநிலை அதிகரிக்கும் போது எது அட்ஸார்ப்ஷன் குறைகிறது?,பிசிகல்,கெமிக்கல்,இரண்டும்,எதுவும் இல்லை,1,மேற்பரப்பு வேதியியல்,பலவீன வான் டெர் வால் பிணைப்புகள்
advance,12,Chemistry,Tamil,பின்வரும் நிகழ்ச்சி எது: பினோல் பிரோமைன் நீருடன் எதிர்கொள்கிறது?,"2,4,6-டிரிப்ரோமோபினோல்",பென்சீன்,பிரோமோபென்சீன்,பிரோமோபினோல் நீலம்,1,ஹைட்ரோக்ஸி சேர்மங்கள்,OH குழு அதிக செயற்பாடு
advance,12,Chemistry,Tamil,ஆல்டிஹைட்கள் மற்றும் கீட்டோன்களை வேறுபடுத்த எது?,டாலன்ஸ் இரசாயனம்,ஃபெஹ்லிங் தீர்வு,இரண்டும் A & B,பெனெடிக்ட் தீர்வு,3,கார்பனில் சேர்மங்கள்,ஆல்டிஹைட்கள் எளிதில் ஆக்ஸைடு ஆகும்
advance,12,Chemistry,Tamil,ஆச்பிரின் வேதியியல் பெயர் என்ன?,அசெடில்சாலிசிலிக் அமிலம்,அசெடில் கிளோரைடு,அசிடிக் அமிலம்,பென்சோயிக் அமிலம்,1,அன்றாட வேதியியல்,பொதுவான வலி குறைப்பு மருந்து
advance,12,Chemistry,Tamil,எந்த புரத சோதனை பயிற்றல் பியூரெட் ரீஜென்ட் பயன்படுத்துகிறது?,பியூரெட் சோதனை,பெனெடிக்ட் சோதனை,ஜாந்தோப்ரோடிக் சோதனை,ஆயோடைன் சோதனை,1,உயிரணு சேர்மங்கள்,புரதங்களில் பீப்டைடு பிணைப்பு உள்ளது
advance,12,Chemistry,Tamil,அலுமினியத்தின் கனிமம் எது?,பாக்சைட்,ஹீமடைடைட்,கலீனா,சிங்க் பிளேண்ட்,1,உலோகவியல்,Al கனிமம் நீர்ப்புகம் ஆக்சைடு
advance,12,Chemistry,Tamil,எது அம்போட்டெரிக் ஆக்சைடு?,Al₂O₃,MgO,Na₂O,CO₂,1,p-பிளாக் எலெமென்ட்கள்,அமிலம் & அடிப்படை உடன் எதிர்கொள்கிறது
advance,12,Chemistry,Tamil,வைரம் கடினமானது ஏன்?,சுதந்திர மின்,3D சக்தி கூட்டு பிணைப்பு,அடுக்கு தள்ளும்,அயோனிக் பிணைப்பு,2,உறைப்பு நிலை,3D டெட்ராஹீட்ரல் அமைப்பு
advance,12,Chemistry,Tamil,பஃபர் தீர்வு எதிர்கொள்வது எது?,வெப்பநிலைய மாற்றம்,அளவு மாற்றம்,pH மாற்றம்,அழுத்த மாற்றம்,3,ஐனிக் சமநிலை,பலவீன அமிலம்/அடிப்படை + உப்பு
advance,12,Chemistry,Tamil,மின்சாரவேதியியல் செல்கள் மாற்றுவது:,மின்சார → வேதியியல்,வேதியியல் → மின்சார,வெப்பம் → மின்சார,எதுவும் இல்லை,2,மின்சாரவேதியியல்,கல்வானிக் செல்கள்
advance,12,Chemistry,Tamil,"ஃப்ராயின்ட்லிக் அட்ஸார்ப்ஷன் ஐஸோதெர்மில், x/m vs p எதை தருகிறது?",நேர்கோட்டம்,வளைவு,ஹைபர்போலா,வட்டம்,2,மேற்பரப்பு வேதியியல்,பரிமாண சம்பந்தமான விதி
advance,12,Chemistry,Tamil,பின்வரும் எது முதன்மை ஆல்கஹால் அல்ல?,மெத்தனோல்,எத்தனோல்,ஐசோப்ரோபனோல்,பூத்தனோல்,3,ஹைட்ரோக்ஸி சேர்மங்கள்,OH முதன்மை கார்பனை இணைக்கவில்லை
advance,12,Chemistry,Tamil,ஆல்டிஹைட்களின் ஆக்ஸிடேஷன் பொதுவாக எதற்கு வழிகாட்டுகிறது?,ஆல்கஹால்,கார்போசிலிக் அமிலம்,கீட்டோன்,எஸ்டர்,2,கார்பனில் சேர்மங்கள்,ஆக்ஸிஜன் எளிதில் சேர்கிறது
advance,12,Chemistry,Tamil,"நைலான்-6,6 தயாரிக்கப்படுவது:",அடிப்பிக் அமிலம் + ஹெக்ஸாமீதிலின்டையமீன்,எத்திய்லீன் + பென்சீன்,கேப்ரோலாக்டாம்,பெனால் + ஃபார்மால்டிஹைடு,1,பாலிமர்,கான்டென்சேஷன் பாலிமர்
advance,12,Chemistry,Tamil,DNA RNA-வைப்போல் எப்படி வேறுபடுகிறது?,இரட்டை சங்கிலி,டீஓக்ஸிரைபோஸ் உள்ளது,தைமின் உள்ளது,அனைத்து,4,உயிரணு சேர்மங்கள்,நியூக்ளிக் அமிலங்களை ஒப்பிடுங்கள்
advance,12,Chemistry,Tamil,அமிலநோய் மருந்துகள் எவ்வாறு செயல்படுகிறது?,pH குறைப்பு,அதிக அமிலம் நீடிக்கும்,அமில உற்பத்தி அதிகரிக்கும்,என்சைம்களை தடுக்கும்,2,அன்றாட வேதியியல்,அமிலத்தை நியூட்ரலைஸ் செய்யும்
